classification,reason_for_recall,product_description,recall_number
Class II,"Chemical Contamination: Novartis Pharmaceuticals Corporation has recalled physician sample bottles of Diovan, Exforge, Exforge HCT,Lescol XL, Stalevo, Tekturna and Tekturna HCT Tablets due to contamination with Darocur 1173 a photocuring agent used in inks on shrink-wrap sleeves.","Exforge HCT (amlodipine, valsartan, hydrochlorothiazide) 5/160/25 mg, Rx only, 7 tablets per bottle, Physician Sample - Not For Sale. Manufactured by: Novartis Pharma Stein AG Stein, Switzerland.  Distributed by: Novartis Pharmaceuticals Corp. East Hanover, New Jersey 07936, NDC # 0078-9560-89",D-332-2014
Class II,Lack of sterility assurance.,"Glycyrrhizic Acid, 8mg/mL Injection, 10ml vial, Rx Only, Promise Pharmacy Compounding Specialists 31818 US Hwy 19N, Palm Harbor, FL 34684",D-0479-2019
Class II,Recalled products were made using an active ingredient that was recalled by a supplier due to penicillin cross contamination.,"BIEST TD 91/9 (Estriol USP Micronized (E3)/Estradiol (E2) Trit (Yellow)) : PROGESTERONE W/V (weight/volume) PLO (Pluronic F127 20% or Polox 20% gel) 3.3 MG/ML : 40  MG/ML Transdermal cream, dispensed in 10 mL prefilled, amber syringes, Rx only, The Compounder, 340 Marshall Avenue Unit 100, Aurora, IL 60506.",D-0212-2016
Class II,"Lack of Assurance of Sterility: Martin Avenue Pharmacy, Inc. is conducting a voluntary recall of all compounded sterile preparations within expiry. The recall is being initiated in connection with a recent FDA inspection due to observations associated with certain quality control procedures that present a risk to sterility assurance.","Phentolamine mesylate 5 mg/35 mg/mannitol trituration packaged in a white jar, Martin Avenue Pharmacy, 1247 Rickert Dr, Naperville, IL.",D-0118-2015
Class II,Lack of assurance of sterility:,"fentaNYL, 100 mcg/2 mL, (50 mcg/mL), 3 mL Syringe, Rx only, Repackaged by CAPS Inc., 7935 Dunbrook Road, Suite C, San Diego, CA 92126, NDC: 71286-2003-1",D-0019-2024
Class II,Lack of assurance of sterility,"P-P-P (COBAL) 30-1-5/mL, Injection,Bedford Pharmacy, 209 Route 101, Bedford, NH 03110, (603) 472-3919",D-0048-2016
Class II,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,"Methotrexate Sodium active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, Ontario M5A 4N3, Canada",D-785-2015
Class II,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,"Medroxyprogesterone 150mg w/lid, 1ml Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",D-203-2014
Class II,"CGMP Deviations: finished product produced with active ingredients recalled by the manufacturer, King Bio Inc., due to water contamination issues that could potentially affect the quality of this product.","NeoRelief for Muscle Cramping & Restlessness Homeopathic Topical Gel, packaged in a) 4 ml sample packs and b) Net Wt. 2.0 oz (56.7g) bottles, BioLyte Laboratories - Grand Rapids, MI 49534, NDC 58368-002-02",D-0002-2019
Class II,Lack of Assurance of Sterility,"GLYCOpyrrolate (PF) 0.6 mg/3 mL (0.2 mg/mL) in 3 mL Single Dose Syringe, Rx Only, KRS Global Biotechnology 791 Park of Commerce Blvd, Boca Raton, FL 33487. NDC3321678316",D-0054-2020
Class II,Failed Stability Specifications: Product exceeds compendia and firm's specifications for iron content.,"Potassium Phosphate, Monobasic, Crystal, NF, Multi-Compendial, Bulk Pharmaceutical Chemical, packaged in a) 500G glass bottles, product number 3248-01, NDC 10106-3248-1; b) 2.5KG glass bottles, product number 3248-05, NDC 10106-3248-2; c) 12KG pails, product number 3248-07, NDC 10106-3248-3; d) 1KT bottles and drums, product number 3248-X2; e) 1KT bottles and drums, product number 3248-X3; f) 12KG pails, product number 7390-19; Avantor Performance Materials, LLC, 100 Matsonford, Road, Suite 200, Radnor, PA 19087.",D-0575-2020
Class II,Presence of Particulate Matter: API contaminated with glass particulate was used to produce sterile injectable drugs.,"2 mcg/mL Fentanyl Citrate and 0.125% Bupivacaine HCl (Preservative Free) in 0.9% Sodium Chloride;    Service Code	2H8125	,	NDC	61553-125-52	,	100 ml in 100 ml Hospira LifeCare Bag 	;  Service Code	2H8204	,	NDC	61553-204-54	,	200 ml in 250 ml Hospira LifeCare Bag 	;  Service Code	2H8205	,	NDC	61553-205-50	,	250 ml in 250 ml Hospira LifeCare Bag 	;  Service Code	2K8104	,	NDC	61553-104-03	,	500 ml in 500 ml Baxter Intravia Bag 	;  Service Code	2K8124	,	NDC	61553-124-48	,	100 ml in 150 ml Baxter Intravia Bag 	;  Service Code	2K8204	,	NDC	61553-204-37	,	200 ml in 250 ml Baxter Intravia Bag 	;  Service Code	2K8205	,	NDC	61553-205-02	,	250 ml in 250 ml Baxter Intravia Bag 	;  Service Code	2K8443	,	NDC	61553-443-47	,	150 ml in 150 ml Baxter Intravia Bag 	;  Service Code	2K8491	,	NDC	61553-491-30	,	125 ml in 150 ml Baxter Intravia Bag 	;  Service Code	2K9491	,	NDC	61553-491-96	,	100 ml in 150 ml Baxter Intravia Bag 	;  Service Code	2K9802	,	NDC	61553-802-96	,	100 ml in 150 ml Baxter Intravia Bag 	;  Service Code	4J8205	,	NDC	61553-205-97	,	250 ml in 250 ml Baxter Intravia Bag 	;    Rx Only,  Compounded by PharMEDium Services, LLC, Memphis, TN 36141",D-1396-2016
Class II,Lack of assurance of sterility.,"Sodium Bicarbonate 8.4% MDV Injection, Multi-Dose 30 mL vial, Rx Only,  Olympia Pharmaceuticals, 6700 Conroy Rd., Ste. 155 Orlando, FL 32835, NDC 73198-0101-30",D-0904-2022
Class II,Lack of Assurance of Sterility: Customer complaints for leaking bags.,"0.9% Sodium Chloride Injection USP, 250 mL VIAFLEX Container bag, Rx only, Baxter Healthcare Corporation, Deerfield, IL  60015; Distributed in Canada by Baxter Corporation, Toronto, Ontario, Canada, Product Code: 2B1322, NDC 0338-0049-02.",D-0957-2017
Class II,The firm received seven reports of adverse reactions in the form of skin abscesses potentially linked to compounded preservative-free methylprednisolone 80mg/ml 10 ml vials.,"Medroxyprogesterone (PF) 150mg/10ml, Main Street Compounding Pharmacy, 126 East Main Street, Newbern, TN 38059, 888-658-6200",D-202-2014
Class II,Presence of Foreign Substance: raw material recalled due to stainless steel and other contamination.,"Sodium Bicarbonate Powder, CAS-144-55-8, Arm & Hammer, Sodium Bicarbonate U.S.P. No. 4 Granular, Net Wt. 50 lbs. (22.68 kg.) per bag, Manufactured by: Church & Dwight Co., Inc., 469 N. Harrison St., Princeton, N.J. 08543-5297, Product #60411.",D-800-2013
Class II,CGMP Deviations: products manufactured under conditions which reflect manufacturing processes that were not adequately controlled.,"Diphenhydramine HCl Oral Solution 12.5 mg / 5 mL, 5 mL cup, packaged in 10 cups per tray, 10 trays per carton, For Institutional Use Only, Major Pharmaceuticals, 17177 N Laurel Park Dr. Suite 233, Livonia, MI 48152, NDC 0904-6740-70",D-1488-2022
Class II,Failed Dissolution Specifications: low test results at the 18 month time-point,"Capecitabine tablets USP 500 mg, Cytotoxic Agent, Rx Only, 120 tablets per bottle, Manufactured in Czech Republic by: Teva Czech Industries sro, Czech Republic, Manufactured for: Teva Pharmaceuticals USA, Sellersville, PA 18960, NDC 0093-7474-89",D-0732-2016
Class II,"Lack of Assurance of Sterility: Martin Avenue Pharmacy, Inc. is conducting a voluntary recall of all compounded sterile preparations within expiry. The recall is being initiated in connection with a recent FDA inspection due to observations associated with certain quality control procedures that present a risk to sterility assurance.","Quad mix, 9 mg/1 mg/10 mcg/0.1 mg/mL (papaverine, phentolamine mesylate, alprostadil, atropine) injectable packaged in a clear glass injectable vial with silver crimp top and sold under the Martin Avenue Pharmacy brand.",D-0130-2015
Class II,Lack of Processing Control,"Bi-Est (1:1)/Progesterone/Testosterone 2.5/150/1.5 mg/mL Versabase CR 90 mL bottle, Rx, The Medicine Shoppe Pharmacy, Port Charlotte, FL",D-1217-2020
Class II,cGMP Deviations: lack of quality assurance at the API manufacturer.,"Estrone, For Prescription Compounding, packaged in a) 1 G bottle (NDC: 51552-0445-1), b)  5 G bottle (NDC 51552-0445-2), c) 25 G bottle (NDC: 51552-0445-4), d)  100 G bottle (NDC: 51552-0445-5), RX only, Distributed by Fagron, Inc. 2400 Pilot Knob Rd, St. Paul, MN 55120 Tel. 1-(800) 423-6967      Also packaged as: Estrone USP, For Prescription Compounding, packaged in a) 1 G bottle (NDC 52372-9494-01), b) 5 G bottle (NDC 52372-9494-05), c) 25 G bottle (NDC 52372-9494-03), d) 100 G bottle ( NDC 52372-9494-02), Rx only, Distributed by FREEDOM 801 W. New Orleans St. Broken Arrow, OK 74011 Tel. (877) 839-8547",D-0792-2017
Class II,Failed Impurities/Degradation Specifications; Out of specification result obtained for impurity A during stability testing.,"GoodSense Aller.Ease, Fexofenadine hydrochloride 12 HR, 60 mg tablets, 24 count bottle, UPC 3 0113 0425 62 7;  Made in the Czech Republic, Distributed by: Perrigo Allergan MI 49010.",D-0329-2022
Class II,"Lack of Assurance of Sterility; potential for a defective syringe cap, resulting in a non-integral unit","ePHEDrine Sulfate 50 mg/10mL in 0.9% Sodium Chloride Injection, 10 mL Single Dose Syringe, Rx Only, SCA Pharmaceuticals, 755 Rainbow Rd., Windsor, CT, 06095 barcode 70004060412",D-0189-2021
Class II,CGMP Deviations: products manufactured by contract manufacturer under conditions that could result in possible microbial contamination.,"DigestivEase, Homeopathic Oral Spray, 1.38 fl. oz (41ml), Manufactured for Sprayology Gaithersburg. MD 20879.NDC 61096-0005-1",D-0113-2019
Class II,Penicillin Cross Contamination: All lots of all products repackaged and distributed between 01/05/12 and 02/12/15 are being recalled because they were repackaged in a facility with penicillin products without adequate separation which could introduce the potential for cross contamination with penicillin.,"2-Deoxy-D-Glucose active pharmaceutical ingredient packaged in varying grams or kg in bags or drums, Attix Pharmaceuticals, 184 Front Street East, Unit 801, Toronto, On",D-493-2015
Class II,"Marketed Without An Approved NDA/ANDA: Flawless Beauty, LLC is voluntarily recalling all lots of different products sold individually or as part of multi-unit kits in accordance with Consent Decree of Permanent Injunction ordered by the United States District Court due to misbranding and unapproved new drugs pursuant to the FD&C Act.",TP Drug Laboratories Vitamin C ampules,D-0331-2018
Class II,Defective Delivery System: Out of Specification (OOS) results for the mechanical peel force (MPF) and and/or the z-statistic values.,"Daytrana (methylphenidate transdermal system) Transdermal Patch, 20 mg over 9 hours (2.2 mg/hr), packaged in 30-count patches per box, Rx only, Manufactured by Noven Therapeutics, LLC, Miami, FL 33186; By Noven Pharmaceuticals, Inc., Miami, FL 33186, NDC 68968-5554-3.",D-0429-2017
Class II,Failed dissolution specification: The dissolution test at the 24 month time point (end of shelf life) yielded an out of specification result.,"Doxycycline Hyclate Tablets USP, 100 mg, packaged in a) 50-count bottle (NDC 0143-2112-50), b) 500-count bottle (NDC 0143-2112-05), Rx only, Mfd. by: West-Ward Pharmaceuticals Corp., Eatontown, NJ 07724.",D-1274-2020
Class II,Lack of Assurance of Sterility: FDA inspection findings resulted in concerns regarding quality control processes,"Morphine Sulfate 25 mg/mL Injectable, 40 mL vial, compounded by The Compounding Shop, St. Petersburg, FL",D-568-2013
Class II,Lack of Assurance of Sterility,"Testosterone Propionate 100 mg/mL, (5 ML).  Compounded by Tri-Coast Pharmacy",D-0307-2017
Class II,"Incorrect/Undeclared Excipients: The inactive ingredients labeled on the product boxes and tubes are listed as ""mineral oil , petrolatum "". The inactive ingredients in the actual product are polyethylene glycol 400 , polyethylene glycol 4000.","First Aid Antiseptic Ointment, Povidone Iodine USP 10%, Inactive Ingredients: mineral oil, petrolatum. NET Wt. 1 OZ (28.4 g) per tube, Distributed by: Rugby Laboratories, Indianapolis, IN 46268. Made in China. NDC:  0536-1271-80",D-0013-2025
Class II,Lack of Assurance of Sterility,"Piperacillin and Tazobactam for Injection, USP 4.5 grams per vial, Rx only, Mfd for Meitheal Pharmaceuticals Chicago, IL 60631, NDC 71288-004-51",D-0625-2023
Class II,Lack of Assurance of Sterility: due to concerns with production processes which cannot assure sterility of products intended to be sterile.,"Cyanocobalamin 1 mg/mL/ Methionine 25 mg/mL/ Inositol 50 mg/mL/ Choline 50 mg/mL, 30 mL Multi-Dose Vial For Injection, Rx Only, Isomeric Pharmacy Solutions, 2401 Foothill Drive, SLC, UT 84109, Part # 1101, barcode 3 70285 11013 9.",D-0685-2017
Class II,Lack of Assurance of Sterility,"QUAD1(PAP/PHEN/ALPROS/ATRO) 0.9 mg/0.2 mg/20 mcg/0.01 mg/mL Injectable, a) 2 mL and b) 5 mL vials,  Compounded by Wells Pharmacy, Ocala, FL",D-0383-2017
Class II,Lack of Assurance of Sterility,"Semaglutide Injection, 6mg/2.4mL (2.5 mg/mL), 2.4mL Multidose Vial, For Subcutaneous Use, Rx Only, Mfd by: ProRx, 619 Jeffers Cir, Exton, PA 19341.  NDC:  84139-225-08",D-0116-2026
Class II,Lack of Assurance of Sterility; Immediate product pouches may not be properly sealed.,"ChloraPrep With Tint,  2% w/v chlorhexidine gluconate (CHG) and 70% v/v isopropyl alcohol (IPA), 26 mL APPLICATOR, Hi-Lite Orange. Rx Only.  CareFusion, El Paso, TX 79912.  NDC: 054365-400-13.",D-1442-2014
Class II,Lack of assurance of sterility,"TEST CYPIONATE 200MG/ANASTROZOLE 1MG/DUTASTERIDE 0.5MG/ML IN OIL  INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",D-0159-2022
Class II,Lack of Assurance of Sterility: FDA inspection raised sterility assurance concerns,"PYRIDOXINE HCL (B6) 100MG/ML MDV, Red Mountain Compounding Rx",D-0041-2022
Class II,Lack of assurance of sterility,"ULTRA-TEST (CYP 80%/PROP 20%) 200MG/ML INJ #1 200MG/ML INJECTABLE, Rx only, Talon Compounding Pharmacy, 2950 Thousand Oaks Drive Ste 25, San Antonio, Texas 78247",D-0148-2022
Class II,Lack Of Assurance Of Sterility: Confirmed customer complaints of glass product container vials that may be broken or cracked.,"Hydromorphone Hydrochloride Injection, USP, 10 mg/mL, Rx only, packaged in a) 1 mL Single-dose Vial (NDC 0703-0110-01), packaged in 10 x 1 mL Single-dose Vials per carton (NDC 0703-0110-03); Mfd By: Hospira Inc., Lake Forest, IL  60045; Mfd For: Teva Parenteral Medicines, Inc., Irvine, CA  92618; and b) 1 mL Single-dose Vial, packaged in 10 x 1 mL Single-dose Vials per carton (NDC 0409-2634-01), Hospira, Inc., Lake Forest, IL  60045.",D-0044-2015
Class II,Lack of Assurance of Sterility; objectionable conditions observed during a FDA inspection,"Glutathione INHALATION (PF), solution, 100mg/mL, 4 mL vial, Rx only, dispensed by Montana Compounding Pharmacy, Missoula, MT.",D-1121-2015
Class II,CGMP Deviations: product held outside appropriate storage temperature conditions.,DR SCHOLLS CLR AWAY LIQ WART REMVR 20CT SKU 998384   DR SCHOLLS CALLUS REMOVER PADS 4CT SKU 998431   DR SCHOLLS CORN REMOVERS 9CT SKU 998403 distributed to specific Family Dollar Stores 04/30/2022 through 06/10/2022.,D-1404-2022
Class II,Defective container; damaged bottles could allow moisture to get into the bottle and thus may impair the quality of the product,"Pradaxa (dabigatran etexilate), 75 mg Capsules, 60 count bottles, Rx only, Distributed by Boehringer Ingelheim Pharmaceuticals, Inc., Ridgefield, CT --- NDC 0597-0149-54",D-067-2013
Class II,CGMP Deviations: product held outside appropriate storage temperature conditions.,GUARDIAN ANTACID EX STRGTH TBLT FRT 96CT SKU 901379   GUARDIAN CHWABLE SMTHIES BRRY FSION 60CT SKU 999845   GS EFFERVESCENT ANTACID TABLET 36 CT SKU 913102   GUARDIAN ANTCD TBLT XTRA STGTH BRY 96 CT SKU 914109 	  GUARDIAN ANTCID TBLT REG STTH FRT 150 CT SKU 914726   GC ANTACID SUPREME CHERRY 12 FL OZ SKU 914112   GUARDIAN ANTD ULTR STRGTH 1000 FRT 72 CT SKU 902322  distributed to specific Family Dollar Stores 04/30/2022 through 06/10/2022.,D-1414-2022
Class II,Lack of Assurance of Sterility,"8.4% Sodium Bicarbonate Injection, USP 50 mEq/50 mL (1 mEq/mL), 50 mL vials, Rx Only, Manufactured and Distributed by: Exela Pharma Sciences, LLC., Lenoir, NC 28645, NDC 51754-5001-1",D-0369-2022
